日志时间,自运行起秒,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-21 07:29:08,1736.320,丁家的店铺1382,globalAccountLoop,account,switch,switchAccount,globalAccountLoop：锚点无需 UI 切店（如拼多多：店铺轮次由 pageIds 内登录与业务页完成）,是
2026-04-21 07:29:08,1736.724,丁家的店铺1382,pdd_login_switch,nav,goto,skip_same_url,https://mms.pinduoduo.com/login/,是
2026-04-21 07:29:10,1738.122,丁家的店铺1382,pdd_login_switch,interaction,pdd_login_tab_account,click,#root > div.pdd-app-skeleton > div > div > main > div > section.login-content > div > div > div > div.login-tab > div > div > div:nth-child(2),是
2026-04-21 07:29:10,1738.790,丁家的店铺1382,pdd_login_switch,interaction,pdd_input_username_current_account,input,#usernameId <- account_username,是
2026-04-21 07:29:11,1739.365,丁家的店铺1382,pdd_login_switch,interaction,pdd_click_login_submit,click,#root > div.pdd-app-skeleton > div > div > main > div > section.login-content > div > div > div > div.password-section > section > div > div > button,是
2026-04-21 07:29:15,1743.746,丁家的店铺1382,pdd_aftersale_export,nav,goto,open_url,https://mms.pinduoduo.com/print/after-sale-list,是
2026-04-21 07:29:22,1750.922,丁家的店铺1382,pdd_aftersale_export,interaction,pdd_close_print_ad_modal,click,body > div.MDL_outerWrapper_5-174-0.MDL_modal_5-174-0.MDL_showCloseIcon_5-174-0 > div > div > div.MmsUiPosterModal___closeIcon___3pAxJ2-149-0-feature30424-1 > div,是
2026-04-21 07:29:24,1752.325,丁家的店铺1382,pdd_aftersale_export,interaction,pdd_aftersale_time_type,selectFilter,已选择「售后申请时间」（候选: 售后申请时间）,是
2026-04-21 07:29:24,1752.816,丁家的店铺1382,pdd_aftersale_export,interaction,pdd_aftersale_query,click,button:has-text('查询'),是
2026-04-21 07:29:26,1754.303,丁家的店铺1382,pdd_aftersale_export,interaction,pdd_aftersale_open_download_menu,click,button:has-text('下载数据'),是
