日志时间,自运行起秒,步骤耗时_ms,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-24 13:16:43,1181.893,2939.91,九玥优选百货,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥4,161.75
昨日
¥11,004.49
同行基准
¥4,674.33
用户支付金额
¥3,309.60
昨日
¥8,358.11
同行基准
¥4,404.66
客单价
¥3.07
昨日
¥2.65
同行基准
¥21.13
结算金额
¥3,196.92
昨日
¥8,951.05
同行基准
¥4,157.42
成交订单数
1,198
昨日
3,302
同行顶尖
5,622
商品曝光人数
24.12
万
昨日
66.88万
同行顶尖
281.53万
商品点击人数
9,482
昨日
2.83万
同行顶尖
4.23万
成交人数
1,077
昨日
3,149
同行顶尖
5,171
退款金额（退款时间）
¥1,178.92
昨日
¥2,033.09
同行基准
¥807.48
退款金额（支付时间）
¥902.04
昨日
¥1,838.59
同行基准
¥445.24
退款率（支付时间）
27.26%
昨日
22%
同行基准
10.49%
成交退款金额（退款时间）
¥1,257.22
昨日
¥2,257.64
同行基准
¥824.62
退款订单数（退款时间）
432
昨日
875
同行基准
58
退款订单数（支付时间）
338
昨日
797
同行基准
33
商品曝光-点击转化率（人数）
3.93%
昨日
4.23%
同行基准
6.4%
商品点击-成交转化率（人数）
11.36%
昨日
11.12%
同行基准
12.44%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-24 13:16:45,1183.436,1542.30,九玥优选百货,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-24 13:16:52,1190.629,7193.64,九玥优选百货,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-23,是
2026-04-24 13:16:58,1196.106,5476.67,九玥优选百货,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-24 13:16:59,1197.123,1017.33,九玥优选百货,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-24 13:17:01,1199.816,2693.11,九玥优选百货,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-24 13:17:04,1202.260,2443.38,九玥优选百货,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260424_125701_e6a9e85a\downloads\九玥优选百货_DL202604241316452170130996.csv,是
2026-04-24 13:17:08,1206.022,3761.82,九玥优选百货,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-24 13:17:11,1209.913,3891.27,九玥优选百货,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-24 13:17:14,1212.054,2140.82,九玥优选百货,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
